16349;125;2023-05-03;2023-05-03;BMC 350-16Z Kirpi;1;Уничтожен;;Донецкая область;48.586357, 37.936163;;"[""https://vm.tiktok.com/ZMYK5Ntuk/"", ""https://t.me/Rubric_lossesvsu/125"", ""https://lostarmour.info/mraps/40191""]";0;UA;2.134;[]
16350;130;2023-05-03;2023-05-03;ATF Dingo 2;1;Уничтожен;;Донецкая область;48.577998, 37.912131;;"[""https://vm.tiktok.com/ZMYKwcUha/"", ""https://t.me/Rubric_lossesvsu/130"", ""https://t.me/ChDambiev/23550"", ""https://lostarmour.info/mraps/40182""]";0;UA;2.715;[]
16351;148;2023-05-04;2023-05-04;Bayraktar TB2;1;Уничтожен;;Внутренние области Украины;;;"[""https://t.me/Rubric_lossesvsu/148"", ""https://t.me/lost_warinua/35239"", ""https://www.gettyimages.com/detail/news-photo/ukrainian-air-defence-fires-to-russian-drone-flying-over-news-photo/1252642248?adppopup=true""]";0;UA;;[]
16352;170;2023-05-04;2023-05-04;"""Shark""";1;Уничтожен;;Белгородская область;;;"[""https://t.me/breakingmash"", ""https://t.me/breakingmash/43732"", ""https://t.me/Rubric_lossesvsu/170""]";0;UA;;[]
16353;172;2023-05-04;2023-05-04;БТР-70;1;Уничтожен;;Луганская область;;;"[""https://t.me/razved_dozor"", ""https://t.me/razved_dozor/4173"", ""https://t.me/Rubric_lossesvsu/172""]";0;UA;;"[""\u0423\u0410\u0421""]"
16354;179;2023-05-04;2023-05-04;МТ-ЛБу;1;Трофей;;Херсонская область;;;"[""https://t.me/komdiv_76"", ""https://t.me/Rubric_lossesvsu/179"", ""https://t.me/komdiv_76/1050""]";0;UA;;[]
16355;186;2023-05-04;2023-05-02;Тактический пикап;1;Уничтожен;;Донецкая область;;;"[""https://t.me/Rubric_lossesvsu/186"", ""https://t.me/ChDambiev/23553""]";0;UA;;[]
16356;193;2023-05-05;2023-05-05;Т-72Б;1;Уничтожен;;Запорожская область;;;"[""https://t.me/lost_armour/662"", ""https://t.me/Rubric_lossesvsu/193"", ""https://t.me/lost_armour""]";0;UA;;[]
16357;197;2023-05-05;2023-05-05;Буковель-AD;1;Уничтожен;;Луганская область;;;"[""https://t.me/The_Wrong_Side"", ""https://t.me/The_Wrong_Side/9026"", ""https://t.me/Rubric_lossesvsu/197"", ""https://lostarmour.info/pvo/40257""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16358;203;2023-05-05;2022-10-15;Т-72М1;1;Уничтожен;;Херсонская область;47.170365, 33.559611;;"[""https://lostarmour.info/armour/36955"", ""https://t.me/warhistoryalconafter/99463"", ""https://t.me/warhistoryalconafter"", ""https://t.me/Rubric_lossesvsu/203""]";0;UA;;[]
16359;207;2023-05-05;2022-09-09;Land Rover Snatch 2B;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://t.me/Rubric_lossesvsu/207"", ""https://lostarmour.info/"", ""https://lostarmour.info/mraps/40221"", ""https://www.facebook.com/photo?fbid=10159423944233621&set=pcb.10159423948963621""]";0;UA;;[]
16360;210;2023-05-05;2023-05-03;"БПЛА ""СKIФ""";1;Трофей;;Луганская область;;;"[""https://t.me/Rubric_lossesvsu/210"", ""https://t.me/lost_warinua/35165"", ""https://t.me/lost_warinua""]";0;UA;;[]
16361;213;2023-05-06;2022-05-31;5П851;4;Уничтожен;;Харьковская область;50.125561, 36.275206;;"[""https://lostarmour.info/pvo/40217"", ""https://lostarmour.info/pvo/40218"", ""https://lostarmour.info/pvo#remark42__comment-f413b179-a788-4220-bbcf-e10a8fb332d5"", ""https://lostarmour.info/svo#remark42__comment-d6244a5f-d004-4f85-b903-13c24e8929eb"", ""https://lostarmour.info/pvo/40219"", ""https://lostarmour.info/pvo/40216"", ""https://t.me/Rubric_lossesvsu/213"", ""https://lostarmour.info/pvo/40220""]";0;UA;;[]
16362;213;2023-05-06;2022-05-31;5Н66;1;Уничтожен;;Харьковская область;50.124780 , 36.275496;;"[""https://lostarmour.info/pvo/40217"", ""https://lostarmour.info/pvo/40218"", ""https://lostarmour.info/pvo#remark42__comment-f413b179-a788-4220-bbcf-e10a8fb332d5"", ""https://lostarmour.info/svo#remark42__comment-d6244a5f-d004-4f85-b903-13c24e8929eb"", ""https://lostarmour.info/pvo/40219"", ""https://lostarmour.info/pvo/40216"", ""https://t.me/Rubric_lossesvsu/213"", ""https://lostarmour.info/pvo/40220""]";0;UA;;[]
16363;225;2023-05-06;2023-05-06;БМП-2;1;Уничтожен;;Донецкая область;;;"[""https://www.tiktok.com/@zsu72ombr"", ""https://t.me/lost_warinua/35378"", ""https://t.me/Rubric_lossesvsu/225""]";0;UA;;[]
16364;243;2023-05-06;2023-05-06;9А35;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://t.me/The_Wrong_Side"", ""https://t.me/Rubric_lossesvsu/243"", ""https://lostarmour.info/pvo/40280"", ""https://t.me/The_Wrong_Side/9047""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16365;258;2023-05-06;2023-05-06;А1-СМ «Фурия»;1;Уничтожен;;Харьковская область;;;"[""https://t.me/ptsr_team/4563"", ""https://t.me/Rubric_lossesvsu/258"", ""https://t.me/ptsr_team""]";0;UA;;[]
16366;259;2023-05-06;2023-05-06;МТ-ЛБ;1;Уничтожен;;Донецкая область;;;"[""https://t.me/Ugolok_Sitha"", ""https://t.me/Rubric_lossesvsu/259"", ""https://lostarmour.info/armour/40283"", ""https://t.me/Ugolok_Sitha/13416""]";0;UA;;[]
16367;262;2023-05-07;2023-05-07;Mugin-5 PRO;1;Уничтожен;;Внутренние области РФ;;;"[""https://t.me/bazabazon/17455"", ""https://t.me/bazabazon"", ""https://t.me/Rubric_lossesvsu/262""]";0;UA;;[]
16369;269;2023-05-07;2023-05-06;М777;1;Поврежден;;Харьковская область;46.637545, 32.405270;;"[""https://t.me/Rubric_lossesvsu/269"", ""https://t.me/antiseptic_channel/819"", ""https://t.me/antiseptic_channel""]";0;UA;9.044;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16370;281;2023-05-07;;«Лелека-100»;1;Уничтожен;;Луганская область;;;"[""https://t.me/svozov36"", ""https://t.me/svozov36/1334"", ""https://t.me/Rubric_lossesvsu/281""]";0;UA;;[]
16371;296;2023-05-07;2023-05-07;FV4333 Stormer;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://t.me/The_Wrong_Side"", ""https://lostarmour.info/pvo/40340"", ""https://t.me/Rubric_lossesvsu/296"", ""https://t.me/The_Wrong_Side/9082""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16372;302;2023-05-07;в феврале 2023;"2С1 ""Гвоздика""";1;Поврежден;;Луганская область;;;"[""https://t.me/Rubric_lossesvsu/302"", ""https://t.me/antiseptic_channel/820""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16373;308;2023-05-07;2023-05-07;Т-64БВ;1;Поврежден;;Донецкая область;48.987454, 37.977702;;"[""https://t.me/Rubric_lossesvsu/308"", ""https://t.me/vdd98"", ""https://t.me/vdd98/177""]";0;UA;5.254;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16374;326;2023-05-07;2023-05-07;КрАЗ-6322;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://lostarmour.info/"", ""https://www.tiktok.com/@vadik_lapladik/video/7230106695454756101"", ""https://lostarmour.info/auto/40342"", ""https://t.me/Rubric_lossesvsu/326""]";0;UA;;[]
16375;330;2023-05-07;2023-05-07;БТР-4Е;1;Уничтожен;;Луганская область;49.471751, 37.906811;;"[""https://t.me/zhizn_fm"", ""https://t.me/anna_news/49578"", ""https://t.me/Rubric_lossesvsu/330""]";0;UA;2.265;[]
16376;346;2023-05-08;2023-05-08;Тактический пикап;1;Уничтожен;;Луганская область;;;"[""https://t.me/Rubric_lossesvsu/346"", ""https://t.me/vorposte"", ""https://t.me/vorposte/39735""]";0;UA;;[]
16378;355;2023-05-08;2023-05-05;Bushmaster PMV;1;Уничтожен;;Донецкая область;;;"[""https://t.me/Ukr_G_M/18506"", ""https://t.me/Ukr_G_M"", ""https://lostarmour.info/mraps/40214"", ""https://t.me/Rubric_lossesvsu/355""]";0;UA;;[]
16379;359;2023-05-08;2023-05-08;L119;1;Уничтожен;;Донецкая область;;;"[""https://t.me/warhistoryalconafter"", ""https://t.me/Rubric_lossesvsu/359"", ""https://t.me/warhistoryalconafter/99964""]";0;UA;;[]
16380;361;2023-05-09;2023-05-08;2С9;1;Уничтожен;;Донецкая область;;;"[""https://lostarmour.info/armour/40397"", ""https://www.tiktok.com/@yuri97.02/video/7230305776194096390"", ""https://t.me/Rubric_lossesvsu/361""]";0;UA;;[]
16381;383;2023-05-09;2023-05-09;Т-64БВ;1;Уничтожен;;Луганская область;;;"[""https://t.me/voin_dv/2686"", ""https://t.me/Rubric_lossesvsu/383"", ""https://t.me/voin_dv""]";0;UA;;[]
16382;386;2023-05-09;2023-05-09;АСУ-1;1;Уничтожен;;Луганская область;;;"[""https://t.me/HersonEnot/1209"", ""https://t.me/HersonEnot"", ""https://t.me/Rubric_lossesvsu/386""]";0;UA;;[]
16383;389;2023-05-10;;"2С1 ""Гвоздика""";1;Уничтожен;;Донецкая область;48.256741, 37.304199;;"[""https://t.me/Rubric_lossesvsu/389"", ""https://t.me/obtf_kaskad/2493""]";0;UA;35.262;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16384;395;2023-05-10;2023-05-10;2С1;1;Поврежден;;Запорожская область;;;"[""https://t.me/The_Wrong_Side"", ""https://t.me/Rubric_lossesvsu/395"", ""https://t.me/The_Wrong_Side/9180""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16385;401;2023-05-10;;"2С1 ""Гвоздика""";1;Поврежден;;Донецкая область;48.256737, 37.304197;;"[""https://t.me/Rubric_lossesvsu/401"", ""https://t.me/antiseptic_channel/846""]";0;UA;35.261;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16386;407;2023-05-10;2022-08-24;БМП-2;1;Уничтожен;;Донецкая область;48.174409, 37.787717;;"[""https://t.me/Rubric_lossesvsu/407"", ""https://t.me/nm_dnr"", ""https://t.me/nm_dnr/10318"", ""https://lostarmour.info/armour/34962""]";0;UA;;[]
16387;419;2023-05-10;2023-05-07;ATF Dingo 2;1;Уничтожен;;Донецкая область;48.576671, 37.908811;;"[""https://lostarmour.info/mraps/40436"", ""https://www.tiktok.com/@mama_ya_voyuyu"", ""https://t.me/Rubric_lossesvsu/419""]";0;UA;2.51;[]
16388;434;2023-05-10;2023-05-10;Roshel Senator;1;Уничтожен;;Донецкая область;48.593722, 37.965139;;"[""https://lostarmour.info/mraps/40432"", ""https://www.tiktok.com/@igorigor183?_t=8cCwvIYU9Re&_r=1"", ""https://t.me/lost_warinua/35656"", ""https://t.me/Rubric_lossesvsu/434""]";0;UA;0.181;[]
16389;438;2023-05-10;2022-07-30;Т-64БВ;1;Уничтожен;;Донецкая область;;;"[""https://t.me/Ugolok_Sitha/13475"", ""https://t.me/Ugolok_Sitha"", ""https://t.me/Rubric_lossesvsu/438"", ""https://lostarmour.info/armour/40394""]";0;UA;;[]
16390;441;2023-05-10;2023-05-10;Тактический джип;1;Уничтожен;;Донецкая область;48.593664, 37.965428;;"[""https://t.me/Rubric_lossesvsu/441"", ""https://www.tiktok.com/@igorigor183?_t=8cCwvIYU9Re&_r=1"", ""https://t.me/lost_warinua/35659""]";0;UA;0.166;[]
16391;447;2023-05-11;;"2С1 ""Гвоздика""";1;Уничтожен;;Запорожская область;47.604290, 35.669778;;"[""https://t.me/ZA_FROHT/16998"", ""https://t.me/Rubric_lossesvsu/447""]";0;UA;9.859;[]
16392;453;2023-05-11;2023-05-08;2С1;1;Поврежден;;Донецкая область;48.985524, 37.938340;;"[""https://t.me/vdd98/181"", ""https://t.me/vdd98"", ""https://t.me/Rubric_lossesvsu/453""]";0;UA;6.306;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16393;459;2023-05-11;2023-05-11;AHS Krab;1;Поврежден;;Донецкая область;48.859281, 38.109829;;"[""https://t.me/The_Wrong_Side"", ""https://t.me/The_Wrong_Side/9212"", ""https://t.me/Rubric_lossesvsu/459""]";0;UA;8.01;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16394;471;2023-05-11;2023-05-11;International MaxxPro;1;Уничтожен;;Луганская область;;;"[""https://t.me/Rubric_lossesvsu/471"", ""https://t.me/ptsr_team/4632"", ""https://t.me/ptsr_team""]";0;UA;;"[""\u0423\u0410\u0421""]"
16395;491;2023-05-11;2023-05-11;БПЛА А1-СМ «Фурия»;1;Уничтожен;;Белгородская область;;;"[""https://t.me/dva_majors/14877"", ""https://t.me/dva_majors"", ""https://t.me/Rubric_lossesvsu/491""]";0;UA;;[]
16396;496;2023-05-12;2023-05-12;«Лелека-100»;1;Уничтожен;;Луганская область;;;"[""https://t.me/bro571/130"", ""https://t.me/bro571"", ""https://t.me/Rubric_lossesvsu/496""]";0;UA;;[]
16397;499;2023-05-12;2023-04-28;А1-СМ «Фурия»;1;Уничтожен;;Луганская область;;;"[""https://t.me/rian_ru/201251"", ""https://t.me/rian_ru"", ""https://t.me/Rubric_lossesvsu/499""]";0;UA;;[]
16398;505;2023-05-12;2023-05-12;Bayraktar TB2;1;Уничтожен;;Донецкая область;;;"[""https://t.me/Rubric_lossesvsu/505"", ""https://t.me/milinfolive"", ""https://t.me/milinfolive/100525""]";0;UA;;[]
16399;509;2023-05-12;2023-05-12;«Козак-2М1»;1;Трофей;;Где-то в зоне СВО;;;"[""https://t.me/Ugolok_Sitha"", ""https://t.me/Rubric_lossesvsu/509"", ""https://t.me/Ugolok_Sitha/13533""]";0;UA;;[]
16400;514;2023-05-12;2023-05-12;Тактический внедорожник;1;Поврежден;;Где-то в зоне СВО;;;"[""https://t.me/Lunay14"", ""https://t.me/Lunay14/7768"", ""https://t.me/Rubric_lossesvsu/514""]";0;UA;;"[""FPV""]"
16401;518;2023-05-12;2023-04-01;БРДМ-2;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://lostarmour.info/armour/38998"", ""https://t.me/Rubric_lossesvsu/518""]";0;UA;;[]
16402;519;2023-05-12;2023-05-12;Т-72М1;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://lostarmour.info/armour/40513"", ""https://t.me/Ugolok_Sitha"", ""https://t.me/Rubric_lossesvsu/519"", ""https://t.me/Ugolok_Sitha/13537""]";0;UA;;[]
16403;521;2023-05-13;2023-05-13;М777;1;Уничтожен;;Донецкая область;;;"[""https://t.me/The_Wrong_Side"", ""https://t.me/Rubric_lossesvsu/521"", ""https://t.me/The_Wrong_Side/9274""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16404;527;2023-05-13;2023-05-13;М777;1;Поврежден;;Херсонская область;;;"[""https://t.me/Rubric_lossesvsu/527"", ""https://t.me/antiseptic_channel/882"", ""https://t.me/antiseptic_channel""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16405;533;2023-05-13;2023-05-13;2С3;1;Уничтожен;;Донецкая область;48.591336, 37.894536;;"[""https://t.me/razgruzka_vagnera"", ""https://t.me/razgruzka_vagnera/101"", ""https://t.me/Rubric_lossesvsu/533""]";0;UA;3.47;"[""\u0423\u0410\u0421""]"
16406;539;2023-05-13;2023-05-13;«Козак-7»;1;Уничтожен;;Донецкая область;48.577252, 37.902835;;"[""https://t.me/Rubric_lossesvsu/539"", ""https://t.me/supernova_plus/20100""]";0;UA;2.468;[]
16407;544;2023-05-13;2023-05-13;ПЗМ-2;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://t.me/vysokygovorit"", ""https://t.me/vysokygovorit/11579"", ""https://t.me/Rubric_lossesvsu/544""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16408;559;2023-05-13;2023-05-12;БМП-2;1;Уничтожен;;Донецкая область;48.608531, 37.919332;;"[""https://t.me/Rubric_lossesvsu/559"", ""https://lostarmour.info/armour/40532""]";0;UA;0.894;[]
16409;563;2023-05-14;2023-05-14;Т-64БМ;1;Уничтожен;;Донецкая область;48.601243, 37.902131;;"[""https://t.me/yaremshooter"", ""https://t.me/Rubric_lossesvsu/563"", ""https://t.me/yaremshooter/1496"", ""https://lostarmour.info/svo#remark42__comment-d40fa920-29c0-41ee-85d3-770d6c5e751e""]";0;UA;3.367;"[""\u0423\u0410\u0421""]"
16410;569;2023-05-14;2023-05-14;Т-64БВ;1;Поврежден;;Где-то в зоне СВО;;;"[""https://t.me/vysokygovorit"", ""https://t.me/vysokygovorit/11581"", ""https://t.me/Rubric_lossesvsu/569""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16413;590;2023-05-14;2023-05-14;AHS Krab;1;Поврежден;;Донецкая область;;;"[""https://t.me/Rubric_lossesvsu/590"", ""https://t.me/razgruzka_vagnera"", ""https://t.me/razgruzka_vagnera/104""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16414;596;2023-05-14;2023-05-14;AHS Krab;1;Поврежден;;Донецкая область;;;"[""https://t.me/razgruzka_vagnera"", ""https://t.me/Rubric_lossesvsu/596"", ""https://t.me/razgruzka_vagnera/104""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16415;610;2023-05-14;2023-05-14;AN/TPQ-37;1;Уничтожен;;Луганская область;;;"[""https://t.me/Rubric_lossesvsu/610"", ""https://lostarmour.info/pvo/40547"", ""https://t.me/antiseptic_channel/886"", ""https://t.me/antiseptic_channel""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16416;616;2023-05-14;2023-05-08;Т-72ЕА;1;Брошен;;Донецкая область;48.998806, 38.077139;;"[""https://t.me/zluchka_tactical/5292"", ""https://t.me/zluchka_tactical"", ""https://t.me/HersonEnot/1203"", ""https://t.me/Rubric_lossesvsu/616""]";0;UA;1.281;[]
16417;623;2023-05-14;2023-05-14;МТ-ЛБС;1;Уничтожен;;Донецкая область;48.586556, 37.907252;;"[""https://lostarmour.info/armour/40552"", ""https://t.me/lost_warinua/35965"", ""https://t.me/Rubric_lossesvsu/623""]";0;UA;3.537;[]
16419;632;2023-05-14;2023-05-14;Тактический внедорожник;1;Уничтожен;;Донецкая область;;;"[""https://t.me/voenacher"", ""https://t.me/Rubric_lossesvsu/632"", ""https://t.me/voenacher/44588""]";0;UA;;"[""FPV""]"
16420;638;2023-05-14;2023-05-14;«Лелека-100»;1;Уничтожен;;Брянская область;;;"[""https://t.me/Rubric_lossesvsu/638"", ""https://t.me/RVvoenkor/44965"", ""https://t.me/RVvoenkor""]";0;UA;;[]
16421;640;2023-05-14;2023-05-14;EOS C VTOL;1;Уничтожен;;Херсонская область;;;"[""https://t.me/Rubric_lossesvsu/640"", ""https://vm.tiktok.com/ZM2eaeD7E/"", ""https://t.me/lost_warinua/35988""]";0;UA;;[]
16422;657;2023-05-15;2023-05-07;2С3;1;Уничтожен;;Луганская область;49.330862, 37.971694;;"[""https://t.me/Rubric_lossesvsu/657"", ""https://t.me/btr80/6893"", ""https://t.me/btr80"", ""https://lostarmour.info/armour/40594""]";0;UA;1.887;[]
16423;663;2023-05-15;2023-05-14;FV103 Spartan;1;Уничтожен;;Донецкая область;;;"[""https://lostarmour.info/armour/40586"", ""https://www.tiktok.com/@svitl94ok/video/7233178408606305542"", ""https://t.me/Rubric_lossesvsu/663""]";0;UA;;[]
16424;667;2023-05-15;2022-08-02;ЗиЛ-131;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://m.vk.com/video-133441491_456263306"", ""https://lostarmour.info/auto/40588"", ""https://t.me/Rubric_lossesvsu/667""]";0;UA;;[]
16425;671;2023-05-15;2023-05-15;МТ-ЛБС;1;Уничтожен;;Донецкая область;48.809314, 38.248221;;"[""https://t.me/Rubric_lossesvsu/671"", ""https://t.me/prizrak14btro"", ""https://t.me/prizrak14btro/114""]";0;UA;0.895;[]
16426;687;2023-05-15;2023-05-14;Тактический внедорожник;1;Уничтожен;;Луганская область;;;"[""https://t.me/vorposte/40024"", ""https://t.me/Rubric_lossesvsu/687""]";0;UA;;[]
16427;691;2023-05-15;2023-05-15;Тактический пикап;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://t.me/Rubric_lossesvsu/691"", ""https://t.me/Ukr_G_M/19017""]";0;UA;;[]
16429;699;2023-05-16;2023-05-14;БМП-2;1;Уничтожен;;Внутренние области Украины;;;"[""https://odessa-life.od.ua/news/nikolaev-pjatye-sutki-bez-vody-v-ruinah-no-ne-slomlennyj-fotoreportazh"", ""https://lostarmour.info/armour/40554"", ""https://t.me/Rubric_lossesvsu/699""]";0;UA;;[]
16430;702;2023-05-16;2022-11-30;Р-145БМ;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://www.tiktok.com/@sergiykorol21"", ""https://t.me/Rubric_lossesvsu/702"", ""https://lostarmour.info/armour/40635""]";0;UA;;[]
16431;704;2023-05-16;2023-05-16;М113;1;Поврежден;;Донецкая область;49.1153011, 37.9695708;;"[""https://t.me/razved_dozor/4259"", ""https://t.me/razved_dozor"", ""https://t.me/Rubric_lossesvsu/704""]";0;UA;6.767;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16432;710;2023-05-16;2023-05-16;М113;1;Уничтожен;;Донецкая область;;;"[""https://t.me/btr80/7129"", ""https://t.me/btr80"", ""https://t.me/Rubric_lossesvsu/710""]";0;UA;;"[""\u0423\u0410\u0421""]"
16433;717;2023-05-16;2023-05-15;Тактический внедорожник;1;Поврежден;;Где-то в зоне СВО;;;"[""https://t.me/vorposte/40092"", ""https://t.me/Rubric_lossesvsu/717""]";0;UA;;"[""FPV""]"
16434;720;2023-05-16;2023-05-15;Тактический пикап;1;Поврежден;;Где-то в зоне СВО;;;"[""https://t.me/vorposte/40092"", ""https://t.me/Rubric_lossesvsu/720""]";0;UA;;"[""FPV""]"
16435;732;2023-05-17;;"2С1 ""Гвоздика""";1;Поврежден;;Херсонская область;46.593568, 32.444040;;"[""https://t.me/Rubric_lossesvsu/732"", ""https://t.me/rian_ru/202983""]";0;UA;4.881;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16436;738;2023-05-17;2023-05-17;2С3;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://t.me/ragulinho"", ""https://t.me/ragulinho/6475"", ""https://lostarmour.info/armour/40668"", ""https://t.me/Rubric_lossesvsu/738""]";0;UA;;[]
16437;739;2023-05-17;2023-05-17;2А65;1;Уничтожен;;Харьковская область;;;"[""https://t.me/warjournaltg"", ""https://t.me/warjournaltg/21093"", ""https://t.me/Rubric_lossesvsu/739""]";0;UA;;"[""\u0423\u0410\u0421""]"
16438;745;2023-05-17;2023-04-30;Т-72Б;1;Уничтожен;;Луганская область;49.190561, 38.046782;;"[""https://t.me/btr80/7135"", ""https://t.me/btr80"", ""https://t.me/Rubric_lossesvsu/745"", ""https://lostarmour.info/armour/40672""]";0;UA;0.001;[]
16439;751;2023-05-17;2023-05-17;БМП-1;1;Трофей;;Донецкая область;48.590724, 37.972421;;"[""https://t.me/Rubric_lossesvsu/751"", ""https://t.me/news_1tv"", ""https://t.me/news_1tv/20714""]";0;UA;0.398;[]
16440;757;2023-05-17;2023-05-17;УАЗ-452;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://t.me/Rubric_lossesvsu/757"", ""https://t.me/Ukr_G_M/19096""]";0;UA;;[]
16441;761;2023-05-17;2023-05-16;М1151А1;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://t.me/Rubric_lossesvsu/761"", ""https://www.tiktok.com/@leidege/video/7233770164406258949"", ""https://lostarmour.info/mraps/40667""]";0;UA;;[]
16442;765;2023-05-17;2023-05-16;М1151А1;1;Уничтожен;;Где-то в зоне СВО;;;"[""https://t.me/Rubric_lossesvsu/765"", ""https://www.tiktok.com/@leidege/video/7233770164406258949"", ""https://lostarmour.info/mraps/40665""]";0;UA;;[]
16443;769;2023-05-17;2023-05-17;Ту-141;1;Уничтожен;;Внутренние области РФ;;;"[""https://t.me/Rubric_lossesvsu/769"", ""https://t.me/bazabazon/17741"", ""https://t.me/shot_shot/51496"", ""https://t.me/shot_shot""]";0;UA;;[]
16444;775;2023-05-18;;М101;1;Уничтожен;;Луганская область;49.190553, 37.948689;;"[""https://t.me/btr80/7166"", ""https://t.me/btr80"", ""https://t.me/Rubric_lossesvsu/775""]";0;UA;6.666;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16445;781;2023-05-18;;М777;1;Поврежден;;Харьковская область;;;"[""https://t.me/The_Wrong_Side"", ""https://t.me/Rubric_lossesvsu/781"", ""https://t.me/The_Wrong_Side/9456""]";0;UA;;"[""\u041b\u0430\u043d\u0446\u0435\u0442""]"
16446;787;2023-05-18;2023-03-25;ГАЗ-66;1;Уничтожен;;Донецкая область;;;"[""https://t.me/Rubric_lossesvsu/787"", ""https://t.me/liberman_bella/911"", ""https://t.me/liberman_bella"", ""https://lostarmour.info/auto/40687""]";0;UA;;[]
